name,website
Motor Oil (Hellas) Diilistiria Korinthou A E,https://www.moh.gr
Motor Oil Renewable Energy Monoprosopi Ae,https://www.more-energy.gr/
Msm Land Systems S R O,https://www.msmls.sk
Mtg Marinetechnik,https://www.mtg-marinetechnik.de/unternehmen
N7 Nemzeti Vedelmi Ipari Innovacios Zartkoruen Mukodo Reszvenytarsasag,
NEWS Class A,https://www.newscorp.com
NEWS Class B,https://www.newscorp.com
Nammo Raufoss As,https://www.nammo.com
Nammo Sweden Aktiebolag,https://www.nammo.com
Naval Belgium,https://www.naval-group.com
Navis Consult Doo Projektiranje I Konstruiranje Broda,https://www.kongsberg.com
Naxys Technologies As,https://Naxystechnologies.com
Nederlandse Instrumenten Compagnie Nedinsco,https://www.nedinsco.com
Neosat,https://www.neosat.de
Nixu,https://www.dnv.com/cyber/
Nordic Radar Solutions Aps,https://www.nordicradarsolutions.com
Northam Platinum Hldgs,https://www.northam.co.za
Novolipetsk Steel,https://www.nlmk.com/
Nurenda Technologies,https://www.nurenda.com/
Oceanscan Marine Systems Technology Lda,https://www.oceanscan-mst.com
Ohb Digital Connect,https://www.ohb.de/digital
Ohb Hellas Monoprosopi Etaireia Periorismenis Efthinis,http://www.ohb-hellas.gr
Onedrone Sobodne Tehnologije Doo,https://www.onedrone.com
Opgs Pharmaceuticals,
Optimal Structural Solutions Lda,https://www.optimal.pt
Osauhing Rantelon,https://www.rantelon.ee
Osrodek Badawczo Rozwojowy Centrum Techniki Morskiej Spolka Akcyjna,https://www.ctm.gdynia.pl
Osrodek Badawczo Rozwojowy Urzadzen Mechanicznych Obrum Sp Zo O,https://obrum.pl
PGZ (Polish Armaments),https://grupapgz.pl
Patria Aerostructures,https://www.patriagroup.com
Patria Aviation,https://www.patriagroup.com
Piedrafita Systems Sl,https://www.piedrafita.com
Pno Innovation,https://www.pnoinnovation.com
Polyamp Aktiebolag,https://www.polyamp.se
Poongsanoration,https://www.poongsan.co.kr
Press Metal Aluminium,https://www.pressmetal.com
Qatar Aluminium Manufacturing,https://www.qatalum.com
Reaktor Innovations,https://www.reaktor.com
Reliance Steel & Aluminum,http://www.rsac.com/
Renk Magnet Motor,https://www.magnet-motor.de/
Rialiskeip Typorama Monoprosopi Etairia Periorismenis Efthynis,https://www.typorama.gr
Ricardo Domingos Bergano Lda,https://atlar.pt/
Robotina D O O Podjetje Za Inzeniring Marketing Trgovino In Proizvodnjo,https://www.robotina.si
S T Netherlands,https://www.stcorp.nl/
Safran Data Systems,https://www.safran-electronics-defense.com
Safran Electronics Defense Spain Sociedad Limitada,https://www.safran-group.com
Safran Power Units,https://www.safran-group.com/companies/safran-power-units
Safran Sensing Technologies Norway As,https://www.sensonor.com/
Safran Transmission Systems,https://www.safran-transmission-systems.com
Safran Trusted 4D,https://safran-navigation-timing.com
Sandur Manganese AND IRON ORES,https://www.sandurgroup.com
Santa Barbara Sistems,https://www.gdels.com
Sapa Operaciones S L,https://www.sapa.es
Sarda Energy AND Minerals,https://www.seml.co.in
Satlantis Microsats,https://www.satlantis.com
Satways Olokliromenes Lyseis Asfaleias Kai Amynas Idiotiki Epicheirisi Parochis Ypiresion Asfaleias (Iepya) Etaireia Periorismenis Efthynis,https://www.satways.net
Scertas,https://www.scertas.de
Schwar Jorg,https://www.35reclaim.com
Sener Aeroespacial Sociedad Anonima,https://www.aeroespacial.sener
Severstal,https://www.severstal.com
Shandong Hongqiao Aluminum Industr,http://en.hongqiaochina.com
Shanjin GOLD A,https://en.sji-gold.com
Shenghe Resources,http://www.shengheholding.com/
Shougang Fushan Resources LT,https://www.shougang-resources.com.hk
Sia Exonicus R D,https://exonicus.eu
Sichuan Yahua,
Singapore Telecommunications,https://www.singtel.com/
Sinomine Resource A,https://en.sinomine.cn
Sira Societa Per L Informatica La Ricerca E L Automazione,https://www.sira.net
Sistrade Software Consulting,https://www.sistrade.com
Slf Svenska Laserfabriken,https://www.laserfabriken.com/company/
Smart Ship B V,https://www.smart-ship.eu/
Smartis Informacijski Sistemi D O O,https://www.smartis.si
Societe Belge De Materiaux Composites,https://www.sobelcomp.be
Societe D'Ingenierie De Rechercheset D'Etudes En Hydrodynamique Navale,https://www.sirehna.com
Softox Defense Solutions As,https://www.soft-ox.com
Sol1,https://www.sol.one
Sonovision Ingenieros España,https://WWW.SONOVISIONGROUP.COM
Space Hellas Anonymi Etaireia Systimata Kai Ypiresies Tilepikoinonionpliroforikis Asfaleias Idiotiki Epicheirisi Parochis Yperision Asfa,https://www.space.gr
Spacewave Ou,https://spacewave.eu/
Ssrd Varnost Programske Opreme Raziskave In Razvoj D O O,https://ssrd.io
St Analytics,https://www.st-analytics.de
Starion Nederland,https://www.stariongroup.eu
Svensk Konstruktionstjaenst,https://www.svekon.se
Svenska Rymdaktiebolaget,https://www.sscspace.com
Sybilla Technologies Spolka Z Ograniczona Odpowiedzialnoscia,https://www.sybillatechnologies.com
TECK Resources Subordinate Voting,https://www.teck.com
TKO Class A,https://www.tkogroup.com
TMC THE Metals,https://www.metals.co
TR Anadolu Metal Madencilik Isletm,https://tranadolumetal.com
Tactical Missiles Corp (KTRV),http://www.ktrv.ru
Tdw Gesellschaft Fur Verteidigungstechnische Wirksysteme Mit Beschrankte Rhaftung,https://www.tdw-warhead-systems.de/de
Technology For Propulsion And Innovation,https://www.t4innovation.com
Teledyne Adimec Advanced Image Systems,https://www.adimec.com
Teletel Technologia Aerodiastimikis Kai Aminas,https://www.teletel.eu
Terma As,http://www.terma.com
Terra Spatium Ae Proionton Kai Ypiresion Geopliroforikis Kai Diastimatos,https://www.terraspatium.gr
Test Fuchs,https://www.test-fuchs.com
Thales Avs France,https://www.thalesgroup.com
Thales Hellas Monoprosopi Anonymi Etaireia Paragogis Emporias Kai Ypiresion Ilektronikou Exoplismou,https://www.thalesgroup.com
Thales Norway As,https://thales.no
Thales Six Gts France,https://www.thalesgroup.com
Tiangong,https://www.tiangong-tools.com
Tkms Atlas Elektronik,https://www.atlas-elektronik.com
Tkms Hagenuk Marinekommunikation,https://www.hmk.atlas-elektronik.com
Tokyo Steel Manufacturing,https://www.tokyosteel.co.jp
Tongling Nonferrous Metals L,http://www.tnmg.com.cn/index_E.aspx
True Communication Technologies,https://www.vrai.ie
Turkish Aerospace (TAI),https://www.tusas.com
Txt E Tech,https://www.txtgroup.com
USHA Martin,https://www.ushamartin.com
Uab Altechna Sensing,https://www.altechna.com
Uab Kongsberg Nanoavionics,https://nanoavionics.com/
Uab Novian Pro,https://novian.io/novian-pro/
United Micro Electronics,https://www.umc.com/
United Rusal,http://www.rusal.com
Usinas Siderurgicas DE Minas Gerai,http://eng.usiminas.com.br/
VALE DO RIO DOCE,https://www.vale.com
Vetronics Research Centre Eu,https://www.eu.vetronics.org
Viohalco SA,http://www.viohalco.gr/
Viro Echt B V,https://www.viro-group.com
Visionspace Portugal Unipessoal Lda,https://www.visionspace.com
Vop Novaky As,https://www.msm.sk/en
Wiser Technology Solutions Eood,https://www.wisertech.com/
Wsense,https://www.wsense.it
Xiamen Tungsten A,http://www.xiamentungsten.com/
Xysensing Spolka Z Ograniczona Odpowiedzialnoscia,https://xysensing.pl/
Yodoko,https://www.yodoko.co.jp
Yunnan Aluminium A,https://ylgf.chinalco.com.cn
Zaklady Metalowe Dezamet Spolka Akcyjna,https://www.dezamet.com.pl
Zatloukal Innovations,https://zatloukal-innovations.at/
